,DHI,DNI,OATmp,ZnT,ZnT Occ Htg Sp,ZnT Clg Sp Eff,ZnT Htg Sp Eff,Htg Stage 1,SF Sts,Htg Stage 2,Clg Stage 1,Clg Stage 2,Occ Sched Cmd,Total Power,hour_of_day,day_of_week,Clg Stages,Htg Stages
2024-04-18 00:00:00-07:00,0,0,48,72.06,69,85,65,0,0,0,0,0,0,0.32039666,0,3,0,0
2024-04-18 00:05:00-07:00,0,0,47.71666666666667,72.01,69,85,65,0,0,0,0,0,0,0.320405,0,3,0,0
2024-04-18 00:10:00-07:00,0,0,47.43333333333334,71.99,69,85,65,0,0,0,0,0,0,0.32089666,0,3,0,0
2024-04-18 00:15:00-07:00,0,0,47.15,71.9,69,85,65,0,0,0,0,0,0,0.32081,0,3,0,0
2024-04-18 00:20:00-07:00,0,0,46.86666666666667,71.83,69,85,65,0,0,0,0,0,0,0.3209561,0,3,0,0
2024-04-18 00:25:00-07:00,0,0,46.583333333333336,71.740005,69,85,65,0,0,0,0,0,0,0.32079667,0,3,0,0
2024-04-18 00:30:00-07:00,0,0,46.3,71.65,69,85,65,0,0,0,0,0,0,0.32108,0,3,0,0
2024-04-18 00:35:00-07:00,0,0,46.016666666666666,71.54,69,85,65,0,0,0,0,0,0,0.3211,0,3,0,0
2024-04-18 00:40:00-07:00,0,0,45.733333333333334,71.5,69,85,65,0,0,0,0,0,0,0.32134667,0,3,0,0
2024-04-18 00:45:00-07:00,0,0,45.45,71.5,69,85,65,0,0,0,0,0,0,0.32093,0,3,0,0
2024-04-18 00:50:00-07:00,0,0,45.16666666666667,71.5,69,85,65,0,0,0,0,0,0,0.32098833,0,3,0,0
2024-04-18 00:55:00-07:00,0,0,44.88333333333333,71.5,69,85,65,0,0,0,0,0,0,0.32147333,0,3,0,0
2024-04-18 01:00:00-07:00,0,0,44.6,71.5,69,85,65,0,0,0,0,0,0,0.32035,1,3,0,0
2024-04-18 01:05:00-07:00,0,0,44.575,71.5,69,85,65,0,0,0,0,0,0,0.3202311,1,3,0,0
2024-04-18 01:10:00-07:00,0,0,44.55,71.5,69,85,65,0,0,0,0,0,0,0.32017332,1,3,0,0
2024-04-18 01:15:00-07:00,0,0,44.525,71.45,69,85,65,0,0,0,0,0,0,0.31846666,1,3,0,0
2024-04-18 01:20:00-07:00,0,0,44.5,71.45,69,85,65,0,0,0,0,0,0,0.31633,1,3,0,0
2024-04-18 01:25:00-07:00,0,0,44.475,71.39,69,85,65,0,0,0,0,0,0,0.31654334,1,3,0,0
2024-04-18 01:30:00-07:00,0,0,44.45,71.33,69,85,65,0,0,0,0,0,0,0.31654668,1,3,0,0
2024-04-18 01:35:00-07:00,0,0,44.425,71.3,69,85,65,0,0,0,0,0,0,0.31634554,1,3,0,0
2024-04-18 01:40:00-07:00,0,0,44.4,71.18,69,85,65,0,0,0,0,0,0,0.31633666,1,3,0,0
2024-04-18 01:45:00-07:00,0,0,44.375,71.08,69,85,65,0,0,0,0,0,0,0.31604332,1,3,0,0
2024-04-18 01:50:00-07:00,0,0,44.349999999999994,71.02,69,85,65,0,0,0,0,0,0,0.31625724,1,3,0,0
2024-04-18 01:55:00-07:00,0,0,44.324999999999996,70.93,69,85,65,0,0,0,0,0,0,0.31640667,1,3,0,0
2024-04-18 02:00:00-07:00,0,0,44.3,70.9,69,85,65,0,0,0,0,0,0,0.3164,2,3,0,0
2024-04-18 02:05:00-07:00,0,0,44.199999999999996,70.9,69,85,65,0,0,0,0,0,0,0.31642777,2,3,0,0
2024-04-18 02:10:00-07:00,0,0,44.099999999999994,70.880005,69,85,65,0,0,0,0,0,0,0.31674665,2,3,0,0
2024-04-18 02:15:00-07:00,0,0,44,70.87,69,85,65,0,0,0,0,0,0,0.31695667,2,3,0,0
2024-04-18 02:20:00-07:00,0,0,43.9,70.880005,69,85,65,0,0,0,0,0,0,0.317055,2,3,0,0
2024-04-18 02:25:00-07:00,0,0,43.8,70.840004,69,85,65,0,0,0,0,0,0,0.31672,2,3,0,0
2024-04-18 02:30:00-07:00,0,0,43.7,70.840004,69,85,65,0,0,0,0,0,0,0.31662,2,3,0,0
2024-04-18 02:35:00-07:00,0,0,43.6,70.82,69,85,65,0,0,0,0,0,0,0.31675166,2,3,0,0
2024-04-18 02:40:00-07:00,0,0,43.5,70.8,69,85,65,0,0,0,0,0,0,0.31698,2,3,0,0
2024-04-18 02:45:00-07:00,0,0,43.4,70.8,69,85,65,0,0,0,0,0,0,0.31672,2,3,0,0
2024-04-18 02:50:00-07:00,0,0,43.3,70.78001,69,85,65,0,0,0,0,0,0,0.31652832,2,3,0,0
2024-04-18 02:55:00-07:00,0,0,43.2,70.740005,69,85,65,0,0,0,0,0,0,0.31657666,2,3,0,0
2024-04-18 03:00:00-07:00,0,0,43.1,70.69,69,85,65,0,0,0,0,0,0,0.31618667,3,3,0,0
2024-04-18 03:05:00-07:00,0,0,43.025,70.58,69,85,65,0,0,0,0,0,0,0.3162611,3,3,0,0
2024-04-18 03:10:00-07:00,0,0,42.95,70.53,69,85,65,0,0,0,0,0,0,0.31603333,3,3,0,0
2024-04-18 03:15:00-07:00,0,0,42.875,70.41,69,85,65,0,0,0,0,0,0,0.31601667,3,3,0,0
2024-04-18 03:20:00-07:00,0,0,42.800000000000004,70.310005,69,85,65,0,0,0,0,0,0,0.315995,3,3,0,0
2024-04-18 03:25:00-07:00,0,0,42.725,70.3,69,85,65,0,0,0,0,0,0,0.31604666,3,3,0,0
2024-04-18 03:30:00-07:00,0,0,42.650000000000006,70.28001,69,85,65,0,0,0,0,0,0,0.31549665,3,3,0,0
2024-04-18 03:35:00-07:00,0,0,42.575,70.21001,69,85,65,0,0,0,0,0,0,0.31529668,3,3,0,0
2024-04-18 03:40:00-07:00,0,0,42.5,70.21001,69,85,65,0,0,0,0,0,0,0.31469667,3,3,0,0
2024-04-18 03:45:00-07:00,0,0,42.425000000000004,70.200005,69,85,65,0,0,0,0,0,0,0.31447,3,3,0,0
2024-04-18 03:50:00-07:00,0,0,42.35,70.200005,69,85,65,0,0,0,0,0,0,0.3147989,3,3,0,0
2024-04-18 03:55:00-07:00,0,0,42.275000000000006,70.21001,69,85,65,0,0,0,0,0,0,0.31489,3,3,0,0
2024-04-18 04:00:00-07:00,0,0,42.2,70.19,69,74.2,68.6,0,0.8,0,0,0,0,0.31483334,4,3,0,0
2024-04-18 04:05:00-07:00,0,0,42.025000000000006,70.200005,69,73,69,0,1,0,0,0,0,1.8362533,4,3,0,0
2024-04-18 04:10:00-07:00,0,0,41.85,70.18,69,73,69,0,1,0,0,0,0,2.9154434,4,3,0,0
2024-04-18 04:15:00-07:00,0,0,41.675000000000004,70.11,69,73,69,0,1,0,0,0,1,2.9380167,4,3,0,0
2024-04-18 04:20:00-07:00,0,0,41.5,70.01,69,73,69,0,1,0,0,0,1,2.9478917,4,3,0,0
2024-04-18 04:25:00-07:00,0,0,41.325,69.93,69,73,69,0,1,0,0,0,1,2.9569533,4,3,0,0
2024-04-18 04:30:00-07:00,0,0,41.150000000000006,69.82,69,73,69,0,1,0,0,0,1,2.9585166,4,3,0,0
2024-04-18 04:35:00-07:00,0,0,40.975,69.670006,69,73,69,0,1,0,0,0,1,2.9571605,4,3,0,0
2024-04-18 04:40:00-07:00,0,0,40.800000000000004,69.6,69,73,69,0,1,0,0,0,1,2.9494367,4,3,0,0
2024-04-18 04:45:00-07:00,0,0,40.625,69.59,69,73,69,0,1,0,0,0,1,2.94029,4,3,0,0
2024-04-18 04:50:00-07:00,0,0,40.45,69.57,69,73,69,0,1,0,0,0,1,2.94134,4,3,0,0
2024-04-18 04:55:00-07:00,0,0,40.275,69.58,69,73,69,0,1,0,0,0,1,2.94082,4,3,0,0
2024-04-18 05:00:00-07:00,0,0,40.1,69.53,69,73,69,0,1,0,0,0,1,2.93705,5,3,0,0
2024-04-18 05:05:00-07:00,0,0,39.983333333333334,69.53,69,73,69,0,1,0,0,0,1,2.9351,5,3,0,0
2024-04-18 05:10:00-07:00,0,0,39.86666666666667,69.51,69,73,69,0,1,0,0,0,1,2.9338334,5,3,0,0
2024-04-18 05:15:00-07:00,0,0,39.75,69.51,69,73,69,0,1,0,0,0,1,2.9336233,5,3,0,0
2024-04-18 05:20:00-07:00,0,0,39.63333333333333,69.5,69,73,69,0,1,0,0,0,1,2.9334683,5,3,0,0
2024-04-18 05:25:00-07:00,0,0,39.516666666666666,69.47,69,73,69,0,1,0,0,0,1,2.93263,5,3,0,0
2024-04-18 05:30:00-07:00,0,0,39.400000000000006,69.41,69,73,69,0,1,0,0,0,1,2.9346566,5,3,0,0
2024-04-18 05:35:00-07:00,0,0,39.28333333333334,69.310005,69,73,69,0,1,0,0,0,1,2.9333377,5,3,0,0
2024-04-18 05:40:00-07:00,0,0,39.16666666666667,69.200005,69,73,69,0,1,0,0,0,1,2.9270267,5,3,0,0
2024-04-18 05:45:00-07:00,0,0,39.050000000000004,69.1,69,73,69,0,1,0,0,0,1,2.92495,5,3,0,0
2024-04-18 05:50:00-07:00,0,0,38.93333333333334,68.99,69,73,69,0,1,0,0,0,1,2.9273834,5,3,0,0
2024-04-18 05:55:00-07:00,0,0,38.81666666666667,69,69,73,69,0,1,0,0,0,1,2.9287667,5,3,0,0
2024-04-18 06:00:00-07:00,0,0,38.7,68.92,69,73,69,0,1,0,0,0,1,2.9370766,6,3,0,0
2024-04-18 06:05:00-07:00,1.9166666666666667,1.1666666666666667,38.7,68.9,69,73,69,0,1,0,0,0,1,2.9396055,6,3,0,0
2024-04-18 06:10:00-07:00,3.8333333333333335,2.3333333333333335,38.7,68.9,69,73,69,0,1,0,0,0,1,7.999823,6,3,0,0
2024-04-18 06:15:00-07:00,5.75,3.5,38.7,68.9,69,73,69,0,1,0,0,0,1,3.1046968,6,3,0,0
2024-04-18 06:20:00-07:00,7.666666666666667,4.666666666666667,38.7,68.96,69,73,69,0,1,0,0,0,1,9.627098,6,3,0,0
2024-04-18 06:25:00-07:00,9.583333333333334,5.833333333333334,38.7,69.11,69,73,69,0,1,0,0,0,1,4.9387136,6,3,0,0
2024-04-18 06:30:00-07:00,11.5,7,38.7,69.32,69,73,69,1,1,0,0,0,1,10.281147,6,3,0,1
2024-04-18 06:35:00-07:00,13.416666666666668,8.166666666666668,38.7,69.49,69,73,69,1,1,0,0,0,1,5.515874,6,3,0,1
2024-04-18 06:40:00-07:00,15.333333333333334,9.333333333333334,38.7,69.51,69,73,69,1,1,0,0,0,1,9.82392,6,3,0,1
2024-04-18 06:45:00-07:00,17.25,10.5,38.7,69.55,69,73,69,0,1,0,0,0,1,2.90241,6,3,0,0
2024-04-18 06:50:00-07:00,19.166666666666668,11.666666666666668,38.7,69.53,69,73,69,0,1,0,0,0,1,4.0655594,6,3,0,0
2024-04-18 06:55:00-07:00,21.083333333333336,12.833333333333334,38.7,69.57,69,73,69,0,1,0,0,0,1,2.91348,6,3,0,0
2024-04-18 07:00:00-07:00,23,14,38.7,69.55,69,73,69,0,1,0,0,0,1,2.9116666,7,3,0,0
2024-04-18 07:05:00-07:00,32.083333333333336,23.083333333333336,39.13333333333333,69.55,69,73,69,0,1,0,0,0,1,2.9115388,7,3,0,0
2024-04-18 07:10:00-07:00,41.16666666666667,32.16666666666667,39.56666666666667,69.54,69,73,69,0,1,0,0,0,1,2.91331,7,3,0,0
2024-04-18 07:15:00-07:00,50.25,41.25,40,69.53,69,73,69,0,1,0,0,0,1,2.9198933,7,3,0,0
2024-04-18 07:20:00-07:00,59.333333333333336,50.333333333333336,40.43333333333334,69.55,69,73,69,0,1,0,0,0,1,2.9187722,7,3,0,0
2024-04-18 07:25:00-07:00,68.41666666666667,59.41666666666667,40.86666666666667,69.52,69,73,69,0,1,0,0,0,1,2.91559,7,3,0,0
2024-04-18 07:30:00-07:00,77.5,68.5,41.3,69.54,69,73,69,0,1,0,0,0,1,2.91461,7,3,0,0
2024-04-18 07:35:00-07:00,86.58333333333334,77.58333333333334,41.733333333333334,69.51,69,73,69,0,1,0,0,0,1,2.9112678,7,3,0,0
2024-04-18 07:40:00-07:00,95.66666666666667,86.66666666666667,42.166666666666664,69.51,69,73,69,0,1,0,0,0,1,2.91286,7,3,0,0
2024-04-18 07:45:00-07:00,104.75,95.75,42.6,69.5,69,73,69,0,1,0,0,0,1,2.9103966,7,3,0,0
2024-04-18 07:50:00-07:00,113.83333333333334,104.83333333333334,43.03333333333333,69.52,69,73,69,0,1,0,0,0,1,2.9121761,7,3,0,0
2024-04-18 07:55:00-07:00,122.91666666666667,113.91666666666667,43.46666666666667,69.51,69,73,69,0,1,0,0,0,1,2.9138,7,3,0,0
2024-04-18 08:00:00-07:00,132,123,43.9,69.5,69,73,69,0,1,0,0,0,1,2.91028,8,3,0,0
2024-04-18 08:05:00-07:00,139.5,136.83333333333334,44.275,69.5,69,73,69,0,1,0,0,0,1,2.9121711,8,3,0,0
2024-04-18 08:10:00-07:00,147,150.66666666666666,44.65,69.51,69,73,69,0,1,0,0,0,1,2.91666,8,3,0,0
2024-04-18 08:15:00-07:00,154.5,164.5,45.025,69.5,69,73,69,0,1,0,0,0,1,2.9171,8,3,0,0
2024-04-18 08:20:00-07:00,162,178.33333333333334,45.4,69.51,69,73,69,0,1,0,0,0,1,2.9169645,8,3,0,0
2024-04-18 08:25:00-07:00,169.5,192.16666666666669,45.775,69.5,69,73,69,0,1,0,0,0,1,2.9178934,8,3,0,0
2024-04-18 08:30:00-07:00,177,206,46.15,69.52,69,73,69,0,1,0,0,0,1,2.9129734,8,3,0,0
2024-04-18 08:35:00-07:00,184.5,219.83333333333334,46.525,69.52,69,73,69,0,1,0,0,0,1,2.9141934,8,3,0,0
2024-04-18 08:40:00-07:00,192,233.66666666666669,46.9,69.51,69,73,69,0,1,0,0,0,1,2.9159667,8,3,0,0
2024-04-18 08:45:00-07:00,199.5,247.5,47.275,69.54,69,73,69,0,1,0,0,0,1,2.9267533,8,3,0,0
2024-04-18 08:50:00-07:00,207,261.33333333333337,47.65,69.53,69,73,69,0,1,0,0,0,1,2.9243739,8,3,0,0
2024-04-18 08:55:00-07:00,214.5,275.1666666666667,48.025,69.51,69,73,69,0,1,0,0,0,1,2.9288833,8,3,0,0
2024-04-18 09:00:00-07:00,222,289,48.4,69.53,69,73,69,0,1,0,0,0,1,2.9285533,9,3,0,0
2024-04-18 09:05:00-07:00,225.16666666666666,302.9166666666667,48.70833333333333,69.58,69,73,69,0,1,0,0,0,1,2.9241855,9,3,0,0
2024-04-18 09:10:00-07:00,228.33333333333334,316.8333333333333,49.016666666666666,69.58,69,73,69,0,1,0,0,0,1,2.91773,9,3,0,0
2024-04-18 09:15:00-07:00,231.5,330.75,49.325,69.57,69,73,69,0,1,0,0,0,1,2.9128,9,3,0,0
2024-04-18 09:20:00-07:00,234.66666666666666,344.6666666666667,49.63333333333333,69.59,69,73,69,0,1,0,0,0,1,2.9150877,9,3,0,0
2024-04-18 09:25:00-07:00,237.83333333333334,358.5833333333333,49.94166666666666,69.59,69,73,69,0,1,0,0,0,1,2.9155967,9,3,0,0
2024-04-18 09:30:00-07:00,241,372.5,50.25,69.6,69,73,69,0,1,0,0,0,1,2.9151466,9,3,0,0
2024-04-18 09:35:00-07:00,244.16666666666666,386.41666666666663,50.55833333333334,69.61,69,73,69,0,1,0,0,0,1,2.9177434,9,3,0,0
2024-04-18 09:40:00-07:00,247.33333333333334,400.3333333333333,50.86666666666667,69.71001,69,73,69,0,1,0,0,0,1,2.9164834,9,3,0,0
2024-04-18 09:45:00-07:00,250.5,414.25,51.175,69.880005,69,73,69,0,1,0,0,0,1,2.91662,9,3,0,0
2024-04-18 09:50:00-07:00,253.66666666666666,428.16666666666663,51.483333333333334,70.01,69,73,69,0,1,0,0,0,1,2.9175906,9,3,0,0
2024-04-18 09:55:00-07:00,256.8333333333333,442.0833333333333,51.79166666666667,70.09,69,73,69,0,1,0,0,0,1,2.9115267,9,3,0,0
2024-04-18 10:00:00-07:00,260,456,52.1,70.14,69,73,69,0,1,0,0,0,1,2.9147167,10,3,0,0
2024-04-18 10:05:00-07:00,260,468.1666666666667,52.40833333333333,70.18,69,73,69,0,1,0,0,0,1,2.910516,10,3,0,0
2024-04-18 10:10:00-07:00,260,480.3333333333333,52.71666666666667,70.200005,69,73,69,0,1,0,0,0,1,2.9075067,10,3,0,0
2024-04-18 10:15:00-07:00,260,492.5,53.025,70.200005,69,73,69,0,1,0,0,0,1,2.90973,10,3,0,0
2024-04-18 10:20:00-07:00,260,504.6666666666667,53.333333333333336,70.200005,69,73,69,0,1,0,0,0,1,2.9092371,10,3,0,0
2024-04-18 10:25:00-07:00,260,516.8333333333334,53.641666666666666,70.23,69,73,69,0,1,0,0,0,1,2.9071567,10,3,0,0
2024-04-18 10:30:00-07:00,260,529,53.95,70.28001,69,73,69,0,1,0,0,0,1,2.90808,10,3,0,0
2024-04-18 10:35:00-07:00,260,541.1666666666666,54.25833333333333,70.43,69,73,69,0,1,0,0,0,1,2.9050245,10,3,0,0
2024-04-18 10:40:00-07:00,260,553.3333333333334,54.56666666666666,70.57,69,73,69,0,1,0,0,0,1,2.9057233,10,3,0,0
2024-04-18 10:45:00-07:00,260,565.5,54.875,70.700005,69,73,69,0,1,0,0,0,1,2.9042068,10,3,0,0
2024-04-18 10:50:00-07:00,260,577.6666666666666,55.18333333333333,70.79,69,73,69,0,1,0,0,0,1,2.90174,10,3,0,0
2024-04-18 10:55:00-07:00,260,589.8333333333333,55.49166666666667,70.82,69,73,69,0,1,0,0,0,1,2.9020734,10,3,0,0
2024-04-18 11:00:00-07:00,260,602,55.8,70.810005,69,73,69,0,1,0,0,0,1,2.9060533,11,3,0,0
2024-04-18 11:05:00-07:00,258.4166666666667,611.0833333333334,55.891666666666666,70.87,69,73,69,0,1,0,0,0,1,2.9054973,11,3,0,0
2024-04-18 11:10:00-07:00,256.8333333333333,620.1666666666666,55.983333333333334,70.880005,69,73,69,0,1,0,0,0,1,2.90492,11,3,0,0
2024-04-18 11:15:00-07:00,255.25,629.25,56.074999999999996,70.9,69,73,69,0,1,0,0,0,1,2.90513,11,3,0,0
2024-04-18 11:20:00-07:00,253.66666666666666,638.3333333333334,56.166666666666664,71.03,69,73,69,0,1,0,0,0,1,2.9040039,11,3,0,0
2024-04-18 11:25:00-07:00,252.08333333333334,647.4166666666666,56.25833333333333,71.14,69,73,69,0,1,0,0,0,1,2.9017634,11,3,0,0
2024-04-18 11:30:00-07:00,250.5,656.5,56.349999999999994,71.3,69,73,69,0,1,0,0,0,1,2.8991432,11,3,0,0
2024-04-18 11:35:00-07:00,248.91666666666666,665.5833333333334,56.44166666666666,71.41,69,73,69,0,1,0,0,0,1,2.8986135,11,3,0,0
2024-04-18 11:40:00-07:00,247.33333333333334,674.6666666666666,56.53333333333333,71.5,69,73,69,0,1,0,0,0,1,2.9002867,11,3,0,0
2024-04-18 11:45:00-07:00,245.75,683.75,56.625,71.5,69,73,69,0,1,0,0,0,1,2.90245,11,3,0,0
2024-04-18 11:50:00-07:00,244.16666666666666,692.8333333333334,56.71666666666667,71.5,69,73,69,0,1,0,0,0,1,2.9037755,11,3,0,0
2024-04-18 11:55:00-07:00,242.58333333333334,701.9166666666666,56.80833333333333,71.5,69,73,69,0,1,0,0,0,1,2.9023366,11,3,0,0
2024-04-18 12:00:00-07:00,241,711,56.9,71.52,69,73,69,0,1,0,0,0,1,2.8977833,12,3,0,0
2024-04-18 12:05:00-07:00,241.91666666666666,706.25,57.1,71.700005,69,73,69,0,1,0,0,0,1,2.895115,12,3,0,0
2024-04-18 12:10:00-07:00,242.83333333333334,701.5,57.3,71.850006,69,73,69,0,1,0,0,0,1,2.8855968,12,3,0,0
2024-04-18 12:15:00-07:00,243.75,696.75,57.5,72,69,73,69,0,1,0,0,0,1,2.8830266,12,3,0,0
2024-04-18 12:20:00-07:00,244.66666666666666,692,57.699999999999996,72.04,69,73,69,0,1,0,0,0,1,2.883785,12,3,0,0
2024-04-18 12:25:00-07:00,245.58333333333334,687.25,57.9,72.09,69,73,69,0,1,0,0,0,1,2.8834567,12,3,0,0
2024-04-18 12:30:00-07:00,246.5,682.5,58.099999999999994,72.1,69,73,69,0,1,0,0,0,1,2.88157,12,3,0,0
2024-04-18 12:35:00-07:00,247.41666666666666,677.75,58.3,72.1,69,73,69,0,1,0,0,0,1,2.8825378,12,3,0,0
2024-04-18 12:40:00-07:00,248.33333333333334,673,58.5,72.16,69,73,69,0,1,0,0,0,1,2.8747368,12,3,0,0
2024-04-18 12:45:00-07:00,249.25,668.25,58.699999999999996,72.19,69,73,69,0,1,0,0,0,1,2.8597,12,3,0,0
2024-04-18 12:50:00-07:00,250.16666666666666,663.5,58.9,72.43,69,73,69,0,1,0,0,0,1,2.8595123,12,3,0,0
2024-04-18 12:55:00-07:00,251.08333333333334,658.75,59.099999999999994,72.62,69,73,69,0,1,0,0,0,1,2.8593266,12,3,0,0
2024-04-18 13:00:00-07:00,252,654,59.3,72.700005,69,73,69,0,1,0,0,0,1,2.8631732,13,3,0,0
2024-04-18 13:05:00-07:00,255.33333333333334,654.9166666666666,59.474999999999994,72.700005,69,73,69,0,1,0,0,0,1,2.8628705,13,3,0,0
2024-04-18 13:10:00-07:00,258.6666666666667,655.8333333333334,59.65,72.700005,69,73,69,0,1,0,0,0,1,2.86431,13,3,0,0
2024-04-18 13:15:00-07:00,262,656.75,59.824999999999996,72.700005,69,73,69,0,1,0,0,0,1,2.85571,13,3,0,0
2024-04-18 13:20:00-07:00,265.3333333333333,657.6666666666666,60,72.740005,69,73,69,0,1,0,0,0,1,2.85398,13,3,0,0
2024-04-18 13:25:00-07:00,268.6666666666667,658.5833333333334,60.175,72.850006,69,73,69,0,1,0,0,0,1,2.8478568,13,3,0,0
2024-04-18 13:30:00-07:00,272,659.5,60.349999999999994,73.05,69,73,69,0,1,0,0,0,1,2.84555,13,3,0,0
2024-04-18 13:35:00-07:00,275.3333333333333,660.4166666666666,60.525,73.18,69,73,69,0,1,0,0,0,1,2.8464878,13,3,0,0
2024-04-18 13:40:00-07:00,278.6666666666667,661.3333333333334,60.699999999999996,73.3,69,73,69,0,1,0,0,0,1,2.85171,13,3,0,0
2024-04-18 13:45:00-07:00,282,662.25,60.875,73.33,66.9,71.2,67.2,0,1,0,0,0,1,2.8478568,13,3,0,0
2024-04-18 13:50:00-07:00,285.3333333333333,663.1666666666666,61.05,73.340004,67,71,67,0,1,0,0,0,1,2.98905,13,3,0,0
2024-04-18 13:55:00-07:00,288.6666666666667,664.0833333333334,61.225,73.3,67,71,67,0,1,0,0,0,1,6.84193,13,3,0,0
2024-04-18 14:00:00-07:00,292,665,61.4,72.96,68.8,73,68.8,0,1,0,1,1,1,8.58007,14,3,2,0
2024-04-18 14:05:00-07:00,292.8333333333333,664.1666666666666,61.483333333333334,72.700005,69,73,69,0,1,0,1,1,1,8.45415,14,3,2,0
2024-04-18 14:10:00-07:00,293.6666666666667,663.3333333333334,61.56666666666666,72.44,69,73,69,0,1,0,1,1,1,8.607357,14,3,2,0
2024-04-18 14:15:00-07:00,294.5,662.5,61.65,72.13,69,73,69,0,1,0,0,0,1,8.143307,14,3,0,0
2024-04-18 14:20:00-07:00,295.3333333333333,661.6666666666666,61.733333333333334,72.14,69,73,69,0,1,0,0,0,1,4.66239,14,3,0,0
2024-04-18 14:25:00-07:00,296.1666666666667,660.8333333333334,61.81666666666666,72.240005,69,73,69,0,1,0,0,0,1,2.97825,14,3,0,0
2024-04-18 14:30:00-07:00,297,660,61.9,72.53,69,73,69,0,1,0,0,0,1,2.97082,14,3,0,0
2024-04-18 14:35:00-07:00,297.8333333333333,659.1666666666666,61.983333333333334,72.700005,69,73,69,0,1,0,0,0,1,2.9564266,14,3,0,0
2024-04-18 14:40:00-07:00,298.6666666666667,658.3333333333334,62.06666666666666,72.700005,69,73,69,0,1,0,0,0,1,2.9529166,14,3,0,0
2024-04-18 14:45:00-07:00,299.5,657.5,62.15,72.700005,69,73,69,0,1,0,0,0,1,2.9530532,14,3,0,0
2024-04-18 14:50:00-07:00,300.3333333333333,656.6666666666666,62.233333333333334,72.71001,69,73,69,0,1,0,0,0,1,2.9513533,14,3,0,0
2024-04-18 14:55:00-07:00,301.1666666666667,655.8333333333334,62.31666666666666,72.850006,69,73,69,0,1,0,0,0,1,2.9526834,14,3,0,0
2024-04-18 15:00:00-07:00,302,655,62.4,72.99,69,73,69,0,1,0,0,0,1,2.9513533,15,3,0,0
2024-04-18 15:05:00-07:00,303.8333333333333,653.1666666666666,62.43333333333333,73.19,69,73,69,0,1,0,0,0,1,2.9527733,15,3,0,0
2024-04-18 15:10:00-07:00,305.6666666666667,651.3333333333334,62.46666666666667,73.29,69,73,69,0,1,0,0,0,1,2.9534032,15,3,0,0
2024-04-18 15:15:00-07:00,307.5,649.5,62.5,73.310005,69,73,69,0,1,0,0,0,1,2.9501467,15,3,0,0
2024-04-18 15:20:00-07:00,309.3333333333333,647.6666666666666,62.53333333333333,73.350006,69,73,69,0,1,0,0,0,1,2.94959,15,3,0,0
2024-04-18 15:25:00-07:00,311.1666666666667,645.8333333333334,62.56666666666666,73.380005,69,73,69,0,1,0,0,0,1,2.95218,15,3,0,0
2024-04-18 15:30:00-07:00,313,644,62.599999999999994,73.4,69,73,69,0,1,0,0,0,1,2.9503367,15,3,0,0
2024-04-18 15:35:00-07:00,314.8333333333333,642.1666666666666,62.63333333333333,73.46,69,73,69,0,1,0,0,0,1,2.9514434,15,3,0,0
2024-04-18 15:40:00-07:00,316.6666666666667,640.3333333333334,62.666666666666664,73.64,69,73,69,0,1,0,0,0,1,2.9555032,15,3,0,0
2024-04-18 15:45:00-07:00,318.5,638.5,62.699999999999996,73.82,69,73,69,0,1,0,0,0,1,2.97954,15,3,0,0
2024-04-18 15:50:00-07:00,320.3333333333333,636.6666666666666,62.733333333333334,73.94,69,73,69,0,1,0,0,0,1,2.9849935,15,3,0,0
2024-04-18 15:55:00-07:00,322.1666666666667,634.8333333333334,62.766666666666666,73.99,69,73,69,0,1,0,0,0,1,3.3657134,15,3,0,0
2024-04-18 16:00:00-07:00,324,633,62.8,73.96,69,73,69,0,1,0,1,1,1,4.6686335,16,3,2,0
2024-04-18 16:05:00-07:00,324.3333333333333,622.3333333333334,62.83333333333333,73.6,69,73,69,0,1,0,1,1,1,8.746253,16,3,2,0
2024-04-18 16:10:00-07:00,324.6666666666667,611.6666666666666,62.86666666666667,73.340004,69,73,69,0,1,0,1,1,1,8.78992,16,3,2,0
2024-04-18 16:15:00-07:00,325,601,62.9,73.14,69,73,69,0,1,0,1,1,1,8.79265,16,3,2,0
2024-04-18 16:20:00-07:00,325.3333333333333,590.3333333333334,62.93333333333333,72.740005,69,73,69,0,1,0,1,1,1,9.657666,16,3,2,0
2024-04-18 16:25:00-07:00,325.6666666666667,579.6666666666666,62.96666666666667,72.700005,69,73,69,0,1,0,1,1,1,5.430637,16,3,2,0
2024-04-18 16:30:00-07:00,326,569,63,72.700005,69,73,69,0,1,0,0,1,1,7.0522766,16,3,1,0
2024-04-18 16:35:00-07:00,326.3333333333333,558.3333333333334,63.03333333333333,72.700005,69,73,69,0,1,0,0,1,1,8.182357,16,3,1,0
2024-04-18 16:40:00-07:00,326.6666666666667,547.6666666666666,63.06666666666667,72.700005,69,73,69,0,1,0,0,1,1,3.01869,16,3,1,0
2024-04-18 16:45:00-07:00,327,537,63.1,72.700005,69,73,69,0,1,0,0,0,1,2.9973333,16,3,0,0
2024-04-18 16:50:00-07:00,327.3333333333333,526.3333333333334,63.13333333333333,72.8,69,73,69,0,1,0,0,0,1,2.9880667,16,3,0,0
2024-04-18 16:55:00-07:00,327.6666666666667,515.6666666666666,63.16666666666667,73.04,69,73,69,0,1,0,0,0,1,2.98756,16,3,0,0
