,DHI,DNI,OATmp,ZnT,ZnT Occ Htg Sp,ZnT Clg Sp Eff,ZnT Htg Sp Eff,Htg Stage 1,SF Sts,Htg Stage 2,Clg Stage 1,Clg Stage 2,Occ Sched Cmd,Total Power,hour_of_day,day_of_week,Clg Stages,Htg Stages
2024-05-14 10:20:00-07:00,246,503.6666666666667,59.93333333333333,71.5,68,72,68,0,1,0,0,0,1,2.87807,10,1,0,0
2024-05-14 10:25:00-07:00,245,509.0833333333333,60.166666666666664,71.59,68,72,68,0,1,0,0,0,1,2.8778768,10,1,0,0
2024-05-14 10:30:00-07:00,244,514.5,60.4,71.73,68,72,68,0,1,0,0,0,1,2.8762233,10,1,0,0
2024-05-14 10:35:00-07:00,243,519.9166666666666,60.63333333333333,71.86,68,72,68,0,1,0,0,0,1,2.87925,10,1,0,0
2024-05-14 10:40:00-07:00,242,525.3333333333334,60.86666666666667,71.98,68,72,68,0,1,0,0,0,1,2.8737466,10,1,0,0
2024-05-14 10:45:00-07:00,241,530.75,61.099999999999994,72.05,68,72,68,0,1,0,0,0,1,2.8703167,10,1,0,0
2024-05-14 10:50:00-07:00,240,536.1666666666666,61.33333333333333,72.07,68,72,68,0,1,0,0,0,1,2.85693,10,1,0,0
2024-05-14 10:55:00-07:00,239,541.5833333333334,61.56666666666666,72.1,68,72,68,0,1,0,0,0,1,2.85502,10,1,0,0
2024-05-14 11:00:00-07:00,238,547,61.8,72.1,68,72,68,0,1,0,0,0,1,2.8506267,11,1,0,0
2024-05-14 11:05:00-07:00,245.83333333333334,531.3333333333334,61.96666666666666,72.13,68,72,68,0,1,0,0,0,1,2.8508832,11,1,0,0
2024-05-14 11:10:00-07:00,253.66666666666666,515.6666666666666,62.13333333333333,72.18,68,72,68,0,1,0,0,0,1,2.85313,11,1,0,0
2024-05-14 11:15:00-07:00,261.5,500,62.3,72.23,68,72,68,0,1,0,0,0,1,2.8558166,11,1,0,0
2024-05-14 11:20:00-07:00,269.3333333333333,484.3333333333333,62.46666666666666,72.4,68,72,68,0,1,0,0,0,1,2.8578634,11,1,0,0
2024-05-14 11:25:00-07:00,277.1666666666667,468.6666666666667,62.63333333333333,72.56,68,72,68,0,1,0,0,0,1,2.8598833,11,1,0,0
2024-05-14 11:30:00-07:00,285,453,62.8,72.6,68,72,68,0,1,0,0,1,1,5.96743,11,1,1,0
2024-05-14 11:35:00-07:00,292.8333333333333,437.33333333333337,62.96666666666666,72.56,68,72,68,0,1,0,0,1,1,3.746,11,1,1,0
2024-05-14 11:40:00-07:00,300.6666666666667,421.6666666666667,63.13333333333333,72.44,68,72,68,0,1,0,0,1,1,7.04,11,1,1,0
2024-05-14 11:45:00-07:00,308.5,406,63.3,72.19,68,72,68,0,1,0,0,1,1,7.9244766,11,1,1,0
2024-05-14 11:50:00-07:00,316.3333333333333,390.33333333333337,63.46666666666666,72.1,68,72,68,0,1,0,0,1,1,7.910023,11,1,1,0
2024-05-14 11:55:00-07:00,324.16666666666663,374.6666666666667,63.63333333333333,72.09,68,72,68,0,1,0,0,1,1,7.8901634,11,1,1,0
2024-05-14 12:00:00-07:00,332,359,63.8,71.850006,68,72,68,0,1,0,0,1,1,7.93673,12,1,1,0
2024-05-14 12:05:00-07:00,334.1666666666667,355.8333333333333,63.96666666666666,71.71001,68,72,68,0,1,0,0,1,1,5.5912466,12,1,1,0
2024-05-14 12:10:00-07:00,336.3333333333333,352.6666666666667,64.13333333333333,71.79,68,72,68,0,1,0,0,1,1,5.2482867,12,1,1,0
2024-05-14 12:15:00-07:00,338.5,349.5,64.3,71.83,68,72,68,0,1,0,0,0,1,3.53523,12,1,0,0
2024-05-14 12:20:00-07:00,340.6666666666667,346.3333333333333,64.46666666666667,72,68,72,68,0,1,0,0,0,1,2.84353,12,1,0,0
2024-05-14 12:25:00-07:00,342.8333333333333,343.1666666666667,64.63333333333333,72.1,68,72,68,0,1,0,0,0,1,2.8480866,12,1,0,0
2024-05-14 12:30:00-07:00,345,340,64.8,72.1,68,72,68,0,1,0,0,0,1,2.8447366,12,1,0,0
2024-05-14 12:35:00-07:00,347.1666666666667,336.8333333333333,64.96666666666667,72.11,68,72,68,0,1,0,0,0,1,2.8334734,12,1,0,0
2024-05-14 12:40:00-07:00,349.3333333333333,333.6666666666667,65.13333333333333,72.170006,68,72,68,0,1,0,0,0,1,2.8245533,12,1,0,0
2024-05-14 12:45:00-07:00,351.5,330.5,65.3,72.37,68,72,68,0,1,0,0,0,1,2.8177166,12,1,0,0
2024-05-14 12:50:00-07:00,353.6666666666667,327.3333333333333,65.46666666666667,72.62,68,72,68,0,1,0,0,0,1,2.81746,12,1,0,0
2024-05-14 12:55:00-07:00,355.8333333333333,324.1666666666667,65.63333333333333,72.700005,68,72,68,0,1,0,0,0,1,5.9238133,12,1,0,0
2024-05-14 13:00:00-07:00,358,321,65.8,72.700005,68,72,68,0,1,0,0,1,1,3.8449833,13,1,1,0
2024-05-14 13:05:00-07:00,359.1666666666667,325.25,65.925,72.65,68,72,68,0,1,0,0,1,1,7.03454,13,1,1,0
2024-05-14 13:10:00-07:00,360.3333333333333,329.5,66.05,72.380005,68,72,68,0,1,0,0,1,1,8.04583,13,1,1,0
2024-05-14 13:15:00-07:00,361.5,333.75,66.175,72.15,68,72,68,0,1,0,0,1,1,8.049943,13,1,1,0
2024-05-14 13:20:00-07:00,362.6666666666667,338,66.3,72.11,68,72,68,0,1,0,0,1,1,8.026167,13,1,1,0
2024-05-14 13:25:00-07:00,363.8333333333333,342.25,66.425,72.1,68,72,68,0,1,0,0,1,1,8.0427,13,1,1,0
2024-05-14 13:30:00-07:00,365,346.5,66.55,72.01,68,72,68,0,1,0,0,1,1,8.046297,13,1,1,0
2024-05-14 13:35:00-07:00,366.1666666666667,350.75,66.675,71.880005,68,72,68,0,1,0,0,1,1,8.060763,13,1,1,0
2024-05-14 13:40:00-07:00,367.3333333333333,355,66.8,71.66,68,72,68,0,1,0,0,1,1,8.04638,13,1,1,0
2024-05-14 13:45:00-07:00,368.5,359.25,66.925,71.630005,68,72,68,0,1,0,0,0,1,4.7779264,13,1,0,0
2024-05-14 13:50:00-07:00,369.6666666666667,363.5,67.05,71.700005,68,72,68,0,1,0,0,0,1,5.9696665,13,1,0,0
2024-05-14 13:55:00-07:00,370.8333333333333,367.75,67.175,71.8,68,72,68,0,1,0,0,0,1,2.8520868,13,1,0,0
2024-05-14 14:00:00-07:00,372,372,67.3,72,68,72,68,0,1,0,0,0,1,2.8470366,14,1,0,0
2024-05-14 14:05:00-07:00,370.1666666666667,372.25,67.45833333333333,72.1,68,72,68,0,1,0,0,0,1,2.84336,14,1,0,0
2024-05-14 14:10:00-07:00,368.3333333333333,372.5,67.61666666666666,72.1,68,72,68,0,1,0,0,0,1,2.83332,14,1,0,0
2024-05-14 14:15:00-07:00,366.5,372.75,67.775,72.13,68,72,68,0,1,0,0,0,1,2.8309033,14,1,0,0
2024-05-14 14:20:00-07:00,364.6666666666667,373,67.93333333333334,72.21001,68,72,68,0,1,0,0,0,1,2.8182166,14,1,0,0
2024-05-14 14:25:00-07:00,362.8333333333333,373.25,68.09166666666667,72.46,68,72,68,0,1,0,0,0,1,2.8098967,14,1,0,0
2024-05-14 14:30:00-07:00,361,373.5,68.25,72.65,68,72,68,0,1,0,0,0,1,2.8246233,14,1,0,0
2024-05-14 14:35:00-07:00,359.1666666666667,373.75,68.40833333333333,72.700005,68,72,68,0,1,0,0,0,1,7.041867,14,1,0,0
2024-05-14 14:40:00-07:00,357.3333333333333,374,68.56666666666666,72.700005,68,72,68,0,1,0,0,0,1,3.6955166,14,1,0,0
2024-05-14 14:45:00-07:00,355.5,374.25,68.725,72.700005,68,72,68,0,1,0,0,1,1,8.19495,14,1,1,0
2024-05-14 14:50:00-07:00,353.6666666666667,374.5,68.88333333333334,72.62,68,72,68,0,1,0,0,1,1,8.2048435,14,1,1,0
2024-05-14 14:55:00-07:00,351.8333333333333,374.75,69.04166666666667,72.26,68,72,68,0,1,0,0,1,1,8.461257,14,1,1,0
2024-05-14 15:00:00-07:00,350,375,69.2,72.18,68,72,68,0,1,0,1,1,1,5.688007,15,1,2,0
2024-05-14 15:05:00-07:00,347.3333333333333,391.8333333333333,69.22500000000001,72.170006,68,72,68,0,1,0,1,1,1,5.98948,15,1,2,0
2024-05-14 15:10:00-07:00,344.6666666666667,408.6666666666667,69.25,72.12,68,72,68,0,1,0,1,1,1,8.363693,15,1,2,0
2024-05-14 15:15:00-07:00,342,425.5,69.275,72.12,68,72,68,0,1,0,1,1,1,3.28562,15,1,2,0
2024-05-14 15:20:00-07:00,339.3333333333333,442.3333333333333,69.3,72.1,68,72,68,0,1,0,1,1,1,8.780693,15,1,2,0
2024-05-14 15:25:00-07:00,336.6666666666667,459.16666666666663,69.325,72.11,68,72,68,0,1,0,1,1,1,4.77,15,1,2,0
2024-05-14 15:30:00-07:00,334,476,69.35,72.11,68,72,68,0,1,0,0,1,1,6.9095435,15,1,1,0
2024-05-14 15:35:00-07:00,331.3333333333333,492.8333333333333,69.375,72.11,68,72,68,0,1,0,0,1,1,7.4592166,15,1,1,0
2024-05-14 15:40:00-07:00,328.6666666666667,509.66666666666663,69.4,72.11,68,72,68,0,1,0,0,1,1,4.1667433,15,1,1,0
2024-05-14 15:45:00-07:00,326,526.5,69.425,72.1,68,72,68,0,1,0,0,0,1,8.740287,15,1,0,0
2024-05-14 15:50:00-07:00,323.3333333333333,543.3333333333333,69.45,72.1,68,72,68,0,1,0,0,0,1,3.8612068,15,1,0,0
2024-05-14 15:55:00-07:00,320.6666666666667,560.1666666666666,69.475,72.1,68,72,68,0,1,0,0,0,1,7.7299967,15,1,0,0
2024-05-14 16:00:00-07:00,318,577,69.5,72.1,68,72,68,0,1,0,0,0,1,6.5383134,16,1,0,0
2024-05-14 16:05:00-07:00,318,567,69.66666666666667,72.1,68,72,68,0,1,0,0,0,1,5.0604568,16,1,0,0
2024-05-14 16:10:00-07:00,318,557,69.83333333333333,72.1,68,72,68,0,1,0,0,0,1,8.755653,16,1,0,0
2024-05-14 16:15:00-07:00,318,547,70,72.1,68,72,68,0,1,0,1,1,1,3.1445568,16,1,2,0
2024-05-14 16:20:00-07:00,318,537,70.16666666666667,72.07,68,72,68,0,1,0,1,1,1,8.53561,16,1,2,0
2024-05-14 16:25:00-07:00,318,527,70.33333333333333,72.09,68,72,68,0,1,0,1,1,1,5.6744432,16,1,2,0
2024-05-14 16:30:00-07:00,318,517,70.5,72.1,68,72,68,0,1,0,0,1,1,5.9783335,16,1,1,0
2024-05-14 16:35:00-07:00,318,507,70.66666666666667,72.1,68,72,68,0,1,0,0,1,1,8.417853,16,1,1,0
2024-05-14 16:40:00-07:00,318,497,70.83333333333333,72.09,68,72,68,0,1,0,0,1,1,3.2658668,16,1,1,0
2024-05-14 16:45:00-07:00,318,487,71,72.09,68,72,68,0,1,0,0,0,1,8.85959,16,1,0,0
2024-05-14 16:50:00-07:00,318,477,71.16666666666667,72.1,68,72,68,0,1,0,0,0,1,4.7805634,16,1,0,0
2024-05-14 16:55:00-07:00,318,467,71.33333333333333,72.1,68,72,68,0,1,0,0,0,1,6.9572535,16,1,0,0
2024-05-14 17:00:00-07:00,318,457,71.5,72.09,68,72,68,0,1,0,0,0,1,7.5390368,17,1,0,0
2024-05-14 17:05:00-07:00,315.6666666666667,447.0833333333333,71.4,72.08,68,72,68,0,1,0,0,0,1,4.2117634,17,1,0,0
2024-05-14 17:10:00-07:00,313.3333333333333,437.1666666666667,71.3,72.1,68,72,68,0,1,0,0,0,1,8.91699,17,1,0,0
2024-05-14 17:15:00-07:00,311,427.25,71.2,72.08,68,72,68,0,1,0,1,1,1,3.8856933,17,1,2,0
2024-05-14 17:20:00-07:00,308.6666666666667,417.3333333333333,71.1,72.03,68,72,68,0,1,0,1,1,1,7.8465133,17,1,2,0
2024-05-14 17:25:00-07:00,306.3333333333333,407.4166666666667,71,72.07,68,72,68,0,1,0,1,1,1,6.6017933,17,1,2,0
2024-05-14 17:30:00-07:00,304,397.5,70.9,72.06,68,72,68,0,1,0,0,1,1,5.1172767,17,1,1,0
2024-05-14 17:35:00-07:00,301.6666666666667,387.58333333333337,70.8,72.02,68,72,68,0,1,0,0,1,1,8.864683,17,1,1,0
2024-05-14 17:40:00-07:00,299.3333333333333,377.6666666666667,70.7,72.04,68,72,68,0,1,0,0,1,1,3.1433,17,1,1,0
2024-05-14 17:45:00-07:00,297,367.75,70.6,72.01,68,72,68,0,1,0,0,0,1,8.611397,17,1,0,0
2024-05-14 17:50:00-07:00,294.6666666666667,357.83333333333337,70.5,72.04,68,72,68,0,1,0,0,0,1,5.6888566,17,1,0,0
2024-05-14 17:55:00-07:00,292.3333333333333,347.9166666666667,70.39999999999999,72,68,72,68,0,1,0,0,0,1,6.050063,17,1,0,0
2024-05-14 18:00:00-07:00,290,338,70.3,71.94,68,82.4,65.6,0,0.6,0,0,0,0.1,8.412316,18,1,0,0
2024-05-14 18:05:00-07:00,284,326.5833333333333,70.23333333333333,71.89,68,85,65,0,0,0,0,0,0,2.0019767,18,1,0,0
2024-05-14 18:10:00-07:00,278,315.1666666666667,70.16666666666666,72.04,68,85,65,0,0,0,0,0,0,0.20545334,18,1,0,0
2024-05-14 18:15:00-07:00,272,303.75,70.1,72.09,68,85,65,0,0,0,0,0,0,0.20648001,18,1,0,0
2024-05-14 18:20:00-07:00,266,292.3333333333333,70.03333333333333,72.12,68,85,65,0,0,0,0,0,0,0.20592333,18,1,0,0
2024-05-14 18:25:00-07:00,260,280.9166666666667,69.96666666666667,72.15,68,85,65,0,0,0,0,0,0,0.20628665,18,1,0,0
2024-05-14 18:30:00-07:00,254,269.5,69.9,72.29,68,85,65,0,0,0,0,0,0,0.206,18,1,0,0
2024-05-14 18:35:00-07:00,248,258.08333333333337,69.83333333333333,72.54,68,85,65,0,0,0,0,0,0,0.20683333,18,1,0,0
2024-05-14 18:40:00-07:00,242,246.66666666666669,69.76666666666667,72.69,68,85,65,0,0,0,0,0,0,0.20734666,18,1,0,0
2024-05-14 18:45:00-07:00,236,235.25,69.7,72.700005,68,85,65,0,0,0,0,0,0,0.20584333,18,1,0,0
2024-05-14 18:50:00-07:00,230,223.83333333333334,69.63333333333333,72.700005,68,85,65,0,0,0,0,0,0,0.20624666,18,1,0,0
2024-05-14 18:55:00-07:00,224,212.41666666666669,69.56666666666666,72.72,68,85,65,0,0,0,0,0,0,0.20633,18,1,0,0
2024-05-14 19:00:00-07:00,218,201,69.5,72.740005,68,85,65,0,0,0,0,0,0,0.20617333,19,1,0,0
2024-05-14 19:05:00-07:00,208.91666666666666,190.33333333333334,69.31666666666666,72.86,68,85,65,0,0,0,0,0,0,0.20618333,19,1,0,0
2024-05-14 19:10:00-07:00,199.83333333333334,179.66666666666666,69.13333333333333,73.06,68,85,65,0,0,0,0,0,0,0.2063,19,1,0,0
2024-05-14 19:15:00-07:00,190.75,169,68.95,73.19,68,85,65,0,0,0,0,0,0,0.20640333,19,1,0,0
2024-05-14 19:20:00-07:00,181.66666666666666,158.33333333333334,68.76666666666667,73.3,68,85,65,0,0,0,0,0,0,0.20639667,19,1,0,0
2024-05-14 19:25:00-07:00,172.58333333333331,147.66666666666669,68.58333333333333,73.3,68,85,65,0,0,0,0,0,0,0.20657666,19,1,0,0
2024-05-14 19:30:00-07:00,163.5,137,68.4,73.350006,68,85,65,0,0,0,0,0,0,0.20784667,19,1,0,0
2024-05-14 19:35:00-07:00,154.41666666666666,126.33333333333334,68.21666666666667,73.37,68,85,65,0,0,0,0,0,0,0.20835334,19,1,0,0
2024-05-14 19:40:00-07:00,145.33333333333331,115.66666666666667,68.03333333333333,73.37,68,85,65,0,0,0,0,0,0,0.20744333,19,1,0,0
2024-05-14 19:45:00-07:00,136.25,105,67.85,73.4,68,85,65,0,0,0,0,0,0,0.20778334,19,1,0,0
2024-05-14 19:50:00-07:00,127.16666666666666,94.33333333333334,67.66666666666666,73.45,68,85,65,0,0,0,0,0,0,0.20795666,19,1,0,0
2024-05-14 19:55:00-07:00,118.08333333333333,83.66666666666667,67.48333333333333,73.61,68,85,65,0,0,0,0,0,0,0.20798667,19,1,0,0
2024-05-14 20:00:00-07:00,109,73,67.3,73.71001,68,85,65,0,0,0,0,0,0,0.20803666,20,1,0,0
2024-05-14 20:05:00-07:00,100.91666666666667,67.25,67.05833333333334,73.840004,68,85,65,0,0,0,0,0,0,0.20782334,20,1,0,0
2024-05-14 20:10:00-07:00,92.83333333333333,61.5,66.81666666666666,73.9,68,85,65,0,0,0,0,0,0,0.20801334,20,1,0,0
2024-05-14 20:15:00-07:00,84.75,55.75,66.575,73.93,68,85,65,0,0,0,0,0,0,0.2086,20,1,0,0
2024-05-14 20:20:00-07:00,76.66666666666666,50,66.33333333333333,73.91,68,85,65,0,0,0,0,0,0,0.20858666,20,1,0,0
2024-05-14 20:25:00-07:00,68.58333333333333,44.25,66.09166666666667,73.95,68,85,65,0,0,0,0,0,0,0.20861334,20,1,0,0
2024-05-14 20:30:00-07:00,60.5,38.5,65.85,74,68,85,65,0,0,0,0,0,0,0.20856999,20,1,0,0
2024-05-14 20:35:00-07:00,52.416666666666664,32.75,65.60833333333333,73.99,68,85,65,0,0,0,0,0,0,0.20854,20,1,0,0
2024-05-14 20:40:00-07:00,44.33333333333333,27,65.36666666666667,73.99,68,85,65,0,0,0,0,0,0,0.20847668,20,1,0,0
2024-05-14 20:45:00-07:00,36.25,21.25,65.125,74,68,85,65,0,0,0,0,0,0,0.20884667,20,1,0,0
2024-05-14 20:50:00-07:00,28.166666666666657,15.5,64.88333333333334,74,68,85,65,0,0,0,0,0,0,0.20876,20,1,0,0
2024-05-14 20:55:00-07:00,20.08333333333333,9.75,64.64166666666667,74,68,85,65,0,0,0,0,0,0,0.20856667,20,1,0,0
2024-05-14 21:00:00-07:00,12,4,64.4,73.99,68,85,65,0,0,0,0,0,0,0.20854,21,1,0,0
2024-05-14 21:05:00-07:00,11,3.6666666666666665,64.26666666666667,73.97,68,85,65,0,0,0,0,0,0,0.20863001,21,1,0,0
2024-05-14 21:10:00-07:00,10,3.3333333333333335,64.13333333333334,73.96,68,85,65,0,0,0,0,0,0,0.20898665,21,1,0,0
2024-05-14 21:15:00-07:00,9,3,64,73.94,68,85,65,0,0,0,0,0,0,0.20902333,21,1,0,0
2024-05-14 21:20:00-07:00,8,2.666666666666667,63.86666666666667,73.95,68,85,65,0,0,0,0,0,0,0.20892,21,1,0,0
2024-05-14 21:25:00-07:00,7,2.3333333333333335,63.733333333333334,73.93,68,85,65,0,0,0,0,0,0,0.20922667,21,1,0,0
2024-05-14 21:30:00-07:00,6,2,63.6,73.9,68,85,65,0,0,0,0,0,0,0.20944,21,1,0,0
2024-05-14 21:35:00-07:00,5,1.666666666666667,63.46666666666667,73.9,68,85,65,0,0,0,0,0,0,0.20913666,21,1,0,0
2024-05-14 21:40:00-07:00,4,1.3333333333333335,63.333333333333336,73.9,68,85,65,0,0,0,0,0,0,0.20942667,21,1,0,0
2024-05-14 21:45:00-07:00,3,1,63.2,73.89,68,85,65,0,0,0,0,0,0,0.2096,21,1,0,0
2024-05-14 21:50:00-07:00,2,0.666666667,63.06666666666666,73.79,68,85,65,0,0,0,0,0,0,0.20974,21,1,0,0
2024-05-14 21:55:00-07:00,1,0.3333333333333335,62.93333333333333,73.75,68,85,65,0,0,0,0,0,0,0.21027,21,1,0,0
2024-05-14 22:00:00-07:00,0,0,62.8,73.72,68,85,65,0,0,0,0,0,0,0.21048667,22,1,0,0
2024-05-14 22:05:00-07:00,0,0,62.70833333333333,73.700005,68,85,65,0,0,0,0,0,0,0.21108332,22,1,0,0
2024-05-14 22:10:00-07:00,0,0,62.61666666666667,73.670006,68,85,65,0,0,0,0,0,0,0.20910667,22,1,0,0
2024-05-14 22:15:00-07:00,0,0,62.525,73.63,68,85,65,0,0,0,0,0,0,0.20767,22,1,0,0
2024-05-14 22:20:00-07:00,0,0,62.43333333333333,73.55,68,85,65,0,0,0,0,0,0,0.20680334,22,1,0,0
2024-05-14 22:25:00-07:00,0,0,62.34166666666667,73.46,68,85,65,0,0,0,0,0,0,0.20649333,22,1,0,0
2024-05-14 22:30:00-07:00,0,0,62.25,73.43,68,85,65,0,0,0,0,0,0,0.20699,22,1,0,0
2024-05-14 22:35:00-07:00,0,0,62.15833333333333,73.4,68,85,65,0,0,0,0,0,0,0.20757,22,1,0,0
2024-05-14 22:40:00-07:00,0,0,62.06666666666667,73.4,68,85,65,0,0,0,0,0,0,0.20738666,22,1,0,0
2024-05-14 22:45:00-07:00,0,0,61.975,73.4,68,85,65,0,0,0,0,0,0,0.20726332,22,1,0,0
2024-05-14 22:50:00-07:00,0,0,61.88333333333333,73.4,68,85,65,0,0,0,0,0,0,0.20689,22,1,0,0
2024-05-14 22:55:00-07:00,0,0,61.79166666666667,73.39,68,85,65,0,0,0,0,0,0,0.20712334,22,1,0,0
2024-05-14 23:00:00-07:00,0,0,61.7,73.39,68,85,65,0,0,0,0,0,0,0.20724666,23,1,0,0
2024-05-14 23:05:00-07:00,0,0,61.55833333333334,73.36,68,85,65,0,0,0,0,0,0,0.20779,23,1,0,0
2024-05-14 23:10:00-07:00,0,0,61.41666666666667,73.37,68,85,65,0,0,0,0,0,0,0.20779334,23,1,0,0
2024-05-14 23:15:00-07:00,0,0,61.275000000000006,73.36,68,85,65,0,0,0,0,0,0,0.20796666,23,1,0,0
2024-05-14 23:20:00-07:00,0,0,61.13333333333333,73.350006,68,85,65,0,0,0,0,0,0,0.20813,23,1,0,0
2024-05-14 23:25:00-07:00,0,0,60.99166666666667,73.33,68,85,65,0,0,0,0,0,0,0.20804,23,1,0,0
2024-05-14 23:30:00-07:00,0,0,60.85,73.310005,68,85,65,0,0,0,0,0,0,0.20730333,23,1,0,0
2024-05-14 23:35:00-07:00,0,0,60.708333333333336,73.33,68,85,65,0,0,0,0,0,0,0.20742,23,1,0,0
2024-05-14 23:40:00-07:00,0,0,60.56666666666667,73.32,68,85,65,0,0,0,0,0,0,0.20765334,23,1,0,0
2024-05-14 23:45:00-07:00,0,0,60.425,73.33,68,85,65,0,0,0,0,0,0,0.20777667,23,1,0,0
2024-05-14 23:50:00-07:00,0,0,60.28333333333333,73.310005,68,85,65,0,0,0,0,0,0,0.20806,23,1,0,0
2024-05-14 23:55:00-07:00,0,0,60.141666666666666,73.3,68,85,65,0,0,0,0,0,0,0.20842001,23,1,0,0
2024-05-15 00:00:00-07:00,0,0,60,73.3,68,85,65,0,0,0,0,0,0,0.20844333,0,2,0,0
2024-05-15 00:05:00-07:00,0,0,59.80833333333334,73.3,68,85,65,0,0,0,0,0,0,0.20846,0,2,0,0
2024-05-15 00:10:00-07:00,0,0,59.61666666666667,73.3,68,85,65,0,0,0,0,0,0,0.20827334,0,2,0,0
2024-05-15 00:15:00-07:00,0,0,59.425,73.28001,68,85,65,0,0,0,0,0,0,0.20839,0,2,0,0
2024-05-15 00:20:00-07:00,0,0,59.233333333333334,73.23,68,85,65,0,0,0,0,0,0,0.20846,0,2,0,0
2024-05-15 00:25:00-07:00,0,0,59.04166666666667,73.15,68,85,65,0,0,0,0,0,0,0.20863,0,2,0,0
2024-05-15 00:30:00-07:00,0,0,58.85,73.11,68,85,65,0,0,0,0,0,0,0.20893334,0,2,0,0
2024-05-15 00:35:00-07:00,0,0,58.65833333333333,73.1,68,85,65,0,0,0,0,0,0,0.20931332,0,2,0,0
2024-05-15 00:40:00-07:00,0,0,58.46666666666667,73.03,68,85,65,0,0,0,0,0,0,0.20961,0,2,0,0
2024-05-15 00:45:00-07:00,0,0,58.275000000000006,72.97,68,85,65,0,0,0,0,0,0,0.20940334,0,2,0,0
2024-05-15 00:50:00-07:00,0,0,58.083333333333336,72.91,68,85,65,0,0,0,0,0,0,0.20945334,0,2,0,0
2024-05-15 00:55:00-07:00,0,0,57.891666666666666,72.880005,68,85,65,0,0,0,0,0,0,0.20962,0,2,0,0
2024-05-15 01:00:00-07:00,0,0,57.7,72.840004,68,85,65,0,0,0,0,0,0,0.2099,1,2,0,0
2024-05-15 01:05:00-07:00,0,0,57.608333333333334,72.79,68,85,65,0,0,0,0,0,0,0.21015,1,2,0,0
2024-05-15 01:10:00-07:00,0,0,57.516666666666666,72.770004,68,85,65,0,0,0,0,0,0,0.21031666,1,2,0,0
2024-05-15 01:15:00-07:00,0,0,57.425000000000004,72.71001,68,85,65,0,0,0,0,0,0,0.21047334,1,2,0,0
2024-05-15 01:20:00-07:00,0,0,57.333333333333336,72.72,68,85,65,0,0,0,0,0,0,0.21053,1,2,0,0
2024-05-15 01:25:00-07:00,0,0,57.24166666666667,72.700005,68,85,65,0,0,0,0,0,0,0.21065333,1,2,0,0
2024-05-15 01:30:00-07:00,0,0,57.150000000000006,72.700005,68,85,65,0,0,0,0,0,0,0.21069667,1,2,0,0
2024-05-15 01:35:00-07:00,0,0,57.05833333333334,72.700005,68,85,65,0,0,0,0,0,0,0.21068667,1,2,0,0
2024-05-15 01:40:00-07:00,0,0,56.96666666666667,72.700005,68,85,65,0,0,0,0,0,0,0.21098666,1,2,0,0
2024-05-15 01:45:00-07:00,0,0,56.875,72.700005,68,85,65,0,0,0,0,0,0,0.21073,1,2,0,0
2024-05-15 01:50:00-07:00,0,0,56.78333333333333,72.700005,68,85,65,0,0,0,0,0,0,0.20675,1,2,0,0
2024-05-15 01:55:00-07:00,0,0,56.69166666666667,72.700005,68,85,65,0,0,0,0,0,0,0.20668666,1,2,0,0
2024-05-15 02:00:00-07:00,0,0,56.6,72.700005,68,85,65,0,0,0,0,0,0,0.20675667,2,2,0,0
2024-05-15 02:05:00-07:00,0,0,56.59166666666667,72.700005,68,85,65,0,0,0,0,0,0,0.20681,2,2,0,0
2024-05-15 02:10:00-07:00,0,0,56.583333333333336,72.700005,68,85,65,0,0,0,0,0,0,0.20700334,2,2,0,0
2024-05-15 02:15:00-07:00,0,0,56.575,72.700005,68,85,65,0,0,0,0,0,0,0.20709333,2,2,0,0
2024-05-15 02:20:00-07:00,0,0,56.56666666666667,72.700005,68,85,65,0,0,0,0,0,0,0.20709334,2,2,0,0
2024-05-15 02:25:00-07:00,0,0,56.55833333333334,72.69,68,85,65,0,0,0,0,0,0,0.20716333,2,2,0,0
2024-05-15 02:30:00-07:00,0,0,56.55,72.68,68,85,65,0,0,0,0,0,0,0.20724668,2,2,0,0
2024-05-15 02:35:00-07:00,0,0,56.541666666666664,72.64,68,85,65,0,0,0,0,0,0,0.20735666,2,2,0,0
2024-05-15 02:40:00-07:00,0,0,56.53333333333333,72.6,68,85,65,0,0,0,0,0,0,0.20731333,2,2,0,0
2024-05-15 02:45:00-07:00,0,0,56.525,72.57,68,85,65,0,0,0,0,0,0,0.20731333,2,2,0,0
2024-05-15 02:50:00-07:00,0,0,56.516666666666666,72.55,68,85,65,0,0,0,0,0,0,0.20726334,2,2,0,0
2024-05-15 02:55:00-07:00,0,0,56.50833333333333,72.48,68,85,65,0,0,0,0,0,0,0.20721667,2,2,0,0
2024-05-15 03:00:00-07:00,0,0,56.5,72.41,68,85,65,0,0,0,0,0,0,0.20718,3,2,0,0
2024-05-15 03:05:00-07:00,0,0,56.483333333333334,72.37,68,85,65,0,0,0,0,0,0,0.20693666,3,2,0,0
2024-05-15 03:10:00-07:00,0,0,56.46666666666667,72.32,68,85,65,0,0,0,0,0,0,0.20716667,3,2,0,0
2024-05-15 03:15:00-07:00,0,0,56.45,72.25,68,85,65,0,0,0,0,0,0,0.2073,3,2,0,0
2024-05-15 03:20:00-07:00,0,0,56.43333333333333,72.200005,68,85,65,0,0,0,0,0,0,0.2073,3,2,0,0
